company,Company_Status,location,location_Status,industry,Industry_Status,total_laid_off,layoffs_Status,percentage_laid_off,Percentage_Status,date,Date_Status,year,Year_Status,Month,Month_Status,stage,country,funds_raised_millions,Funds_Status
MODSY,Reported,SF BAY AREA,Reported,RETAIL,Reported,0,missing,0,missing,29/06/2022,Reported,2022,Reported,6,Reported,SERIES C,UNITED STATES,72,Reported
MOGLIX,Reported,SINGAPORE,Reported,RETAIL,Reported,40,Reported,0.02,Reported,05/01/2023,Reported,2023,Reported,1,Reported,SERIES F,SINGAPORE,472,Reported
MOGO,Reported,VANCOUVER,Reported,FINANCE,Reported,78,Reported,0.3,Reported,27/03/2020,Reported,2020,Reported,3,Reported,POST-IPO,CANADA,201,Reported
MOJO VISION,Reported,SF BAY AREA,Reported,HARDWARE,Reported,0,missing,0.75,Reported,06/01/2023,Reported,2023,Reported,1,Reported,SERIES B,UNITED STATES,204,Reported
MOLADIN,Reported,JAKARTA,Reported,TRANSPORTATION,Reported,360,Reported,0.11,Reported,12/02/2023,Reported,2023,Reported,2,Reported,SERIES B,INDONESIA,138,Reported
MOMENTIVE,Reported,SF BAY AREA,Reported,MARKETING,Reported,0,missing,0.14,Reported,15/02/2023,Reported,2023,Reported,2,Reported,POST-IPO,UNITED STATES,1100,Reported
MOMENTIVE,Reported,SF BAY AREA,Reported,MARKETING,Reported,180,Reported,0.11,Reported,10/10/2022,Reported,2022,Reported,10,Reported,POST-IPO,UNITED STATES,1100,Reported
MONESE,Reported,LISBON,Reported,FINANCE,Reported,35,Reported,0,missing,01/05/2020,Reported,2020,Reported,5,Reported,UNKNOWN,PORTUGAL,80,Reported
MONZO,Reported,LAS VEGAS,Reported,FINANCE,Reported,165,Reported,0,missing,09/04/2020,Reported,2020,Reported,4,Reported,SERIES F,UNITED STATES,324,Reported
MONZO,Reported,LONDON,Reported,FINANCE,Reported,120,Reported,0.08,Reported,03/06/2020,Reported,2020,Reported,6,Reported,SERIES F,UNITED KINGDOM,324,Reported
MOOVE,Reported,LAGOS,Reported,TRANSPORTATION,Reported,0,missing,0,missing,06/12/2022,Reported,2022,Reported,12,Reported,UNKNOWN,NIGERIA,630,Reported
MOOVEL,Reported,PORTLAND,Reported,TRANSPORTATION,Reported,28,Reported,0.37,Reported,01/04/2020,Reported,2020,Reported,4,Reported,UNKNOWN,UNITED STATES,0,missing
MORNING BREW,Reported,NEW YORK CITY,Reported,MEDIA,Reported,0,missing,0.14,Reported,17/11/2022,Reported,2022,Reported,11,Reported,ACQUIRED,UNITED STATES,0,missing
MORNING CONSULT,Reported,WASHINGTON D.C.,Reported,DATA,Reported,0,missing,0,missing,20/01/2023,Reported,2023,Reported,1,Reported,SERIES B,UNITED STATES,91,Reported
MOSS,Reported,BERLIN,Reported,FIN-TECH,Reported,70,Reported,0.15,Reported,23/09/2022,Reported,2022,Reported,9,Reported,SERIES B,GERMANY,150,Reported
MOTIF FOODWORKS,Reported,BOSTON,Reported,FOOD,Reported,0,missing,0,missing,06/07/2022,Reported,2022,Reported,7,Reported,SERIES B,UNITED STATES,344,Reported
MOTIF INVESTING,Reported,SF BAY AREA,Reported,FINANCE,Reported,0,missing,1,Reported,18/04/2020,Reported,2020,Reported,4,Reported,SERIES E,UNITED STATES,126,Reported
MOTIONAL,Reported,BOSTON,Reported,TRANSPORTATION,Reported,0,missing,0,missing,30/11/2022,Reported,2022,Reported,11,Reported,UNKNOWN,UNITED STATES,0,missing
MOTIVE,Reported,SF BAY AREA,Reported,TRANSPORTATION,Reported,237,Reported,0.06,Reported,07/12/2022,Reported,2022,Reported,12,Reported,SERIES F,UNITED STATES,567,Reported
MOVIDESK,Reported,BLUMENAU,Reported,SUPPORT,Reported,33,Reported,0.25,Reported,20/04/2020,Reported,2020,Reported,4,Reported,SEED,BRAZIL,1,Reported
MOZILLA,Reported,SF BAY AREA,Reported,CONSUMER,Reported,250,Reported,0.25,Reported,11/08/2020,Reported,2020,Reported,8,Reported,UNKNOWN,UNITED STATES,2.3,Reported
MR. YUM,Reported,MELBOURNE,Reported,FOOD,Reported,0,missing,0.17,Reported,22/08/2022,Reported,2022,Reported,8,Reported,SERIES A,UNITED STATES,73,Reported
MUDAFY,Reported,MEXICO CITY,Reported,REAL ESTATE,Reported,0,missing,0.7,Reported,19/01/2023,Reported,2023,Reported,1,Reported,SERIES A,UNITED STATES,13,Reported
MURAL,Reported,SF BAY AREA,Reported,PRODUCT,Reported,0,missing,0,missing,21/07/2022,Reported,2022,Reported,7,Reported,SERIES C,UNITED STATES,192,Reported
MURAL,Reported,SF BAY AREA,Reported,PRODUCT,Reported,90,Reported,0.1,Reported,05/05/2022,Reported,2022,Reported,5,Reported,SERIES C,UNITED STATES,192,Reported
MUX,Reported,SF BAY AREA,Reported,INFRASTRUCTURE,Reported,40,Reported,0.2,Reported,29/09/2022,Reported,2022,Reported,9,Reported,SERIES D,UNITED STATES,173,Reported
MX,Reported,LEHI,Reported,FINANCE,Reported,200,Reported,0,missing,11/10/2022,Reported,2022,Reported,10,Reported,SERIES C,UNITED STATES,450,Reported
MYGATE,Reported,BENGALURU,Reported,OTHER,Reported,200,Reported,0.3,Reported,20/02/2023,Reported,2023,Reported,2,Reported,SERIES B,INDIA,79,Reported
MYTHICAL GAMES,Reported,LOS ANGELES,Reported,CRYPTO,Reported,0,missing,0.1,Reported,04/11/2022,Reported,2022,Reported,11,Reported,SERIES C,UNITED STATES,260,Reported
N-ABLE TECHNOLOGIES,Reported,RALEIGH,Reported,OTHER,Reported,0,missing,0,missing,09/12/2022,Reported,2022,Reported,12,Reported,POST-IPO,UNITED STATES,225,Reported
N26,Reported,NEW YORK CITY,Reported,FINANCE,Reported,9,Reported,0.01,Reported,08/05/2020,Reported,2020,Reported,5,Reported,SERIES D,UNITED STATES,782,Reported
NAMELY,Reported,NEW YORK CITY,Reported,HR,Reported,110,Reported,0.4,Reported,01/05/2020,Reported,2020,Reported,5,Reported,SERIES E,UNITED STATES,217,Reported
NAMOGOO,Reported,TEL AVIV,Reported,MARKETING,Reported,20,Reported,0.15,Reported,23/01/2023,Reported,2023,Reported,1,Reported,SERIES C,UNITED STATES,69,Reported
NAMOGOO,Reported,TEL AVIV,Reported,MARKETING,Reported,25,Reported,0.15,Reported,09/11/2022,Reported,2022,Reported,11,Reported,SERIES C,UNITED STATES,69,Reported
NANOSTRING,Reported,SEATTLE,Reported,HEALTHCARE,Reported,0,missing,0.1,Reported,08/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,731,Reported
NATE,Reported,NEW YORK CITY,Reported,RETAIL,Reported,0,missing,0,missing,27/01/2023,Reported,2023,Reported,1,Reported,SERIES A,UNITED STATES,47,Reported
NATE,Reported,NEW YORK CITY,Reported,RETAIL,Reported,30,Reported,0,missing,30/08/2022,Reported,2022,Reported,8,Reported,SERIES A,UNITED STATES,47,Reported
NATE,Reported,NEW YORK CITY,Reported,RETAIL,Reported,30,Reported,0.2,Reported,30/06/2022,Reported,2022,Reported,6,Reported,SERIES A,UNITED STATES,47,Reported
NATERA,Reported,SF BAY AREA,Reported,HEALTHCARE,Reported,0,missing,0,missing,22/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,809,Reported
NATIONAL INSTRUMENTS,Reported,AUSTIN,Reported,HARDWARE,Reported,0,missing,0.04,Reported,31/01/2023,Reported,2023,Reported,1,Reported,POST-IPO,UNITED STATES,0,missing
NATIVO,Reported,LOS ANGELES,Reported,MARKETING,Reported,0,missing,0.4,Reported,26/03/2020,Reported,2020,Reported,3,Reported,SERIES B,UNITED STATES,35,Reported
NAV,Reported,SALT LAKE CITY,Reported,FINANCE,Reported,30,Reported,0,missing,07/04/2020,Reported,2020,Reported,4,Reported,SERIES C,UNITED STATES,99,Reported
NAVI,Reported,BENGALURU,Reported,FINANCE,Reported,40,Reported,0.25,Reported,17/06/2020,Reported,2020,Reported,6,Reported,PRIVATE EQUITY,INDIA,582,Reported
NCC GROUP,Reported,MANCHESTER,Reported,SECURITY,Reported,125,Reported,0.07,Reported,02/02/2023,Reported,2023,Reported,2,Reported,POST-IPO,UNITED KINGDOM,0,missing
NCINO,Reported,WILMINGTON,Reported,FINANCE,Reported,100,Reported,0.07,Reported,18/01/2023,Reported,2023,Reported,1,Reported,POST-IPO,UNITED STATES,1100,Reported
NCSOFT,Reported,SEOUL,Reported,CONSUMER,Reported,0,missing,0.2,Reported,02/02/2023,Reported,2023,Reported,2,Reported,POST-IPO,SOUTH KOREA,240,Reported
NCX,Reported,SF BAY AREA,Reported,ENERGY,Reported,0,missing,0.4,Reported,28/11/2022,Reported,2022,Reported,11,Reported,SERIES B,UNITED STATES,78,Reported
NEARMAP,Reported,SYDNEY,Reported,CONSTRUCTION,Reported,0,missing,0.1,Reported,22/04/2020,Reported,2020,Reported,4,Reported,POST-IPO,AUSTRALIA,15,Reported
NEARMAP,Reported,SYDNEY,Reported,CONSTRUCTION,Reported,0,missing,0.2,Reported,08/02/2023,Reported,2023,Reported,2,Reported,ACQUIRED,AUSTRALIA,15,Reported
NEON,Reported,SAO PAULO,Reported,FINANCE,Reported,70,Reported,0.1,Reported,13/04/2020,Reported,2020,Reported,4,Reported,SERIES B,BRAZIL,120,Reported
NEON,Reported,SAO PAULO,Reported,FINANCE,Reported,210,Reported,0.09,Reported,15/02/2023,Reported,2023,Reported,2,Reported,SERIES D,BRAZIL,720,Reported
NERDY,Reported,ST. LOUIS,Reported,EDUCATION,Reported,0,missing,0.17,Reported,08/12/2022,Reported,2022,Reported,12,Reported,POST-IPO,UNITED STATES,150,Reported
NESTCOIN,Reported,LAGOS,Reported,CRYPTO,Reported,30,Reported,0,missing,14/11/2022,Reported,2022,Reported,11,Reported,SEED,NIGERIA,6,Reported
NETAPP,Reported,SF BAY AREA,Reported,DATA,Reported,960,Reported,0.08,Reported,31/01/2023,Reported,2023,Reported,1,Reported,POST-IPO,UNITED STATES,0,missing
NETFLIX,Reported,SF BAY AREA,Reported,MEDIA,Reported,25,Reported,0,missing,28/04/2022,Reported,2022,Reported,4,Reported,POST-IPO,UNITED STATES,121900,Reported
NETFLIX,Reported,SF BAY AREA,Reported,MEDIA,Reported,30,Reported,0,missing,14/09/2022,Reported,2022,Reported,9,Reported,POST-IPO,UNITED STATES,121900,Reported
NETFLIX,Reported,SF BAY AREA,Reported,MEDIA,Reported,150,Reported,0.01,Reported,17/05/2022,Reported,2022,Reported,5,Reported,POST-IPO,UNITED STATES,121900,Reported
NETFLIX,Reported,SF BAY AREA,Reported,MEDIA,Reported,300,Reported,0.03,Reported,23/06/2022,Reported,2022,Reported,6,Reported,POST-IPO,UNITED STATES,121900,Reported
NETLIFY,Reported,SF BAY AREA,Reported,PRODUCT,Reported,48,Reported,0.16,Reported,01/12/2022,Reported,2022,Reported,12,Reported,SERIES D,UNITED STATES,212,Reported
NEW RELIC,Reported,PORTLAND,Reported,INFRASTRUCTURE,Reported,20,Reported,0,missing,29/06/2020,Reported,2020,Reported,6,Reported,POST-IPO,UNITED STATES,214.5,Reported
NEW RELIC,Reported,SF BAY AREA,Reported,INFRASTRUCTURE,Reported,110,Reported,0.05,Reported,18/08/2022,Reported,2022,Reported,8,Reported,POST-IPO,UNITED STATES,214,Reported
NEW RELIC,Reported,SF BAY AREA,Reported,INFRASTRUCTURE,Reported,160,Reported,0.07,Reported,06/04/2021,Reported,2021,Reported,4,Reported,POST-IPO,UNITED STATES,214.5,Reported
NEWFRONT INSURANCE,Reported,SF BAY AREA,Reported,FINANCE,Reported,94,Reported,0,missing,07/04/2020,Reported,2020,Reported,4,Reported,UNKNOWN,UNITED STATES,0,missing
NEXT INSURANCE,Reported,SF BAY AREA,Reported,FINANCE,Reported,150,Reported,0.17,Reported,07/07/2022,Reported,2022,Reported,7,Reported,SERIES E,UNITED STATES,881,Reported
NEXTBITE,Reported,DENVER,Reported,FOOD,Reported,0,missing,0,missing,09/07/2022,Reported,2022,Reported,7,Reported,SERIES C,UNITED STATES,150,Reported
NEXTIVA,Reported,PHOENIX,Reported,OTHER,Reported,0,missing,0.17,Reported,06/12/2022,Reported,2022,Reported,12,Reported,PRIVATE EQUITY,UNITED STATES,200,Reported
NEXTROLL,Reported,SF BAY AREA,Reported,MARKETING,Reported,0,missing,0.03,Reported,08/07/2022,Reported,2022,Reported,7,Reported,UNKNOWN,UNITED STATES,108,Reported
NEXTROLL,Reported,SF BAY AREA,Reported,MARKETING,Reported,0,missing,0.07,Reported,15/09/2022,Reported,2022,Reported,9,Reported,UNKNOWN,UNITED STATES,108,Reported
NIANTIC,Reported,SF BAY AREA,Reported,CONSUMER,Reported,85,Reported,0.08,Reported,29/06/2022,Reported,2022,Reported,6,Reported,SERIES D,UNITED STATES,770,Reported
NINJACART,Reported,BENGALURU,Reported,FOOD,Reported,200,Reported,0,missing,23/02/2021,Reported,2021,Reported,2,Reported,UNKNOWN,INDIA,194,Reported
NIRVANA MONEY,Reported,MIAMI,Reported,FINANCE,Reported,0,missing,1,Reported,15/11/2022,Reported,2022,Reported,11,Reported,UNKNOWN,UNITED STATES,0,missing
NOMAD,Reported,SAO PAULO,Reported,FINANCE,Reported,0,missing,0.2,Reported,04/08/2022,Reported,2022,Reported,8,Reported,SERIES B,BRAZIL,290,Reported
NOMAD HEALTH,Reported,NEW YORK CITY,Reported,HEALTHCARE,Reported,119,Reported,0.17,Reported,09/02/2023,Reported,2023,Reported,2,Reported,UNKNOWN,UNITED STATES,218,Reported
NOOM,Reported,NEW YORK CITY,Reported,FITNESS,Reported,0,missing,0,missing,25/01/2023,Reported,2023,Reported,1,Reported,SERIES F,UNITED STATES,657,Reported
NOOM,Reported,NEW YORK CITY,Reported,HEALTHCARE,Reported,495,Reported,0,missing,29/04/2022,Reported,2022,Reported,4,Reported,SERIES F,UNITED STATES,657,Reported
NOOM,Reported,NEW YORK CITY,Reported,HEALTHCARE,Reported,500,Reported,0.1,Reported,11/10/2022,Reported,2022,Reported,10,Reported,SERIES F,UNITED STATES,657,Reported
NOTARIZE,Reported,BOSTON,Reported,LEGAL,Reported,60,Reported,0,missing,31/10/2022,Reported,2022,Reported,10,Reported,SERIES D,UNITED STATES,213,Reported
NOTARIZE,Reported,BOSTON,Reported,LEGAL,Reported,110,Reported,0.25,Reported,15/06/2022,Reported,2022,Reported,6,Reported,SERIES D,UNITED STATES,213,Reported
NOVA BENEFITS,Reported,BENGALURU,Reported,HEALTHCARE,Reported,0,missing,0.3,Reported,28/06/2022,Reported,2022,Reported,6,Reported,SERIES B,INDIA,41,Reported
NS8,Reported,LAS VEGAS,Reported,DATA,Reported,240,Reported,0.95,Reported,11/09/2020,Reported,2020,Reported,9,Reported,SERIES A,UNITED STATES,157.9,Reported
NSO,Reported,TEL AVIV,Reported,SECURITY,Reported,100,Reported,0.14,Reported,21/08/2022,Reported,2022,Reported,8,Reported,SEED,ISRAEL,1,Reported
NUMBRS,Reported,ZURICH,Reported,FINANCE,Reported,62,Reported,0.5,Reported,07/05/2020,Reported,2020,Reported,5,Reported,SERIES B,SWITZERLAND,78,Reported
NUODB,Reported,BOSTON,Reported,DATA,Reported,20,Reported,0.29,Reported,10/04/2020,Reported,2020,Reported,4,Reported,UNKNOWN,UNITED STATES,85,Reported
NURI,Reported,BERLIN,Reported,CRYPTO,Reported,0,missing,1,Reported,17/10/2022,Reported,2022,Reported,10,Reported,SERIES B,GERMANY,42,Reported
NURI,Reported,BERLIN,Reported,FINANCE,Reported,45,Reported,0.2,Reported,25/05/2022,Reported,2022,Reported,5,Reported,SERIES B,GERMANY,42,Reported
NURO,Reported,SF BAY AREA,Reported,TRANSPORTATION,Reported,7,Reported,0,missing,13/07/2022,Reported,2022,Reported,7,Reported,SERIES D,UNITED STATES,2100,Reported
NURO,Reported,SF BAY AREA,Reported,TRANSPORTATION,Reported,300,Reported,0.2,Reported,18/11/2022,Reported,2022,Reported,11,Reported,SERIES D,UNITED STATES,2100,Reported
NUTANIX,Reported,SF BAY AREA,Reported,INFRASTRUCTURE,Reported,270,Reported,0.04,Reported,09/08/2022,Reported,2022,Reported,8,Reported,POST-IPO,UNITED STATES,1100,Reported
NYDIG,Reported,NEW YORK CITY,Reported,CRYPTO,Reported,110,Reported,0.33,Reported,22/09/2022,Reported,2022,Reported,9,Reported,PRIVATE EQUITY,UNITED STATES,1400,Reported
NYLAS,Reported,SF BAY AREA,Reported,PRODUCT,Reported,80,Reported,0.25,Reported,02/08/2022,Reported,2022,Reported,8,Reported,SERIES C,UNITED STATES,175,Reported
NYRIAD,Reported,AUSTIN,Reported,INFRASTRUCTURE,Reported,0,missing,0.33,Reported,10/10/2022,Reported,2022,Reported,10,Reported,UNKNOWN,UNITED STATES,58,Reported
O'REILLY MEDIA,Reported,SF BAY AREA,Reported,MEDIA,Reported,75,Reported,0.15,Reported,25/03/2020,Reported,2020,Reported,3,Reported,UNKNOWN,UNITED STATES,0,missing
OATLY,Reported,MALMÖ,Reported,FOOD,Reported,0,missing,0,missing,15/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,SWEDEN,441,Reported
OBSERVE.AI,Reported,SF BAY AREA,Reported,SUPPORT,Reported,0,missing,0,missing,15/02/2023,Reported,2023,Reported,2,Reported,SERIES C,UNITED STATES,214,Reported
OCAVU,Reported,LEHI,Reported,CRYPTO,Reported,20,Reported,0.48,Reported,10/11/2022,Reported,2022,Reported,11,Reported,SERIES A,UNITED STATES,11,Reported
OCTOPUS NETWORK,Reported,BEAU VALLON,Reported,CRYPTO,Reported,0,missing,0.4,Reported,27/12/2022,Reported,2022,Reported,12,Reported,SERIES A,SEYCHELLES,8,Reported
ODA,Reported,OSLO,Reported,FOOD,Reported,70,Reported,0.06,Reported,01/11/2022,Reported,2022,Reported,11,Reported,UNKNOWN,NORWAY,479,Reported
ODA,Reported,OSLO,Reported,FOOD,Reported,70,Reported,0.18,Reported,01/11/2022,Reported,2022,Reported,11,Reported,UNKNOWN,NORWAY,477,Reported
ODA,Reported,OSLO,Reported,FOOD,Reported,70,Reported,0.18,Reported,01/11/2022,Reported,2022,Reported,11,Reported,UNKNOWN,SWEDEN,377,Reported
OFFERPAD,Reported,PHOENIX,Reported,REAL ESTATE,Reported,0,missing,0.07,Reported,11/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,355,Reported
OFFERUP,Reported,SEATTLE,Reported,RETAIL,Reported,0,missing,0.19,Reported,15/11/2022,Reported,2022,Reported,11,Reported,UNKNOWN,UNITED STATES,381,Reported
OFFOR HEALTH,Reported,COLUMBUS,Reported,HEALTHCARE,Reported,16,Reported,0,missing,24/01/2023,Reported,2023,Reported,1,Reported,SERIES A,UNITED STATES,14,Reported
OH MY GREEN,Reported,SF BAY AREA,Reported,FOOD,Reported,40,Reported,0,missing,27/03/2020,Reported,2020,Reported,3,Reported,SEED,UNITED STATES,20,Reported
OKCREDIT,Reported,NEW DELHI,Reported,FINANCE,Reported,30,Reported,0,missing,24/02/2022,Reported,2022,Reported,2,Reported,SERIES B,INDIA,85,Reported
OKTA,Reported,SF BAY AREA,Reported,SECURITY,Reported,24,Reported,0,missing,26/08/2022,Reported,2022,Reported,8,Reported,POST-IPO,UNITED STATES,1200,Reported
OKTA,Reported,SF BAY AREA,Reported,SECURITY,Reported,300,Reported,0.05,Reported,02/02/2023,Reported,2023,Reported,2,Reported,POST-IPO,UNITED STATES,1200,Reported
OLA,Reported,BENGALURU,Reported,TRANSPORTATION,Reported,200,Reported,0,missing,13/01/2023,Reported,2023,Reported,1,Reported,SERIES J,INDIA,5000,Reported
OLA,Reported,BENGALURU,Reported,TRANSPORTATION,Reported,200,Reported,0,missing,19/09/2022,Reported,2022,Reported,9,Reported,SERIES J,INDIA,5000,Reported
OLA,Reported,BENGALURU,Reported,TRANSPORTATION,Reported,1000,Reported,0,missing,29/07/2022,Reported,2022,Reported,7,Reported,SERIES J,INDIA,5000,Reported
OLA,Reported,BENGALURU,Reported,TRANSPORTATION,Reported,1400,Reported,0.35,Reported,20/05/2020,Reported,2020,Reported,5,Reported,SERIES J,INDIA,3800,Reported
OLIST,Reported,CURITIBA,Reported,RETAIL,Reported,0,missing,0,missing,30/01/2023,Reported,2023,Reported,1,Reported,SERIES E,BRAZIL,322,Reported
OLIST,Reported,CURITIBA,Reported,RETAIL,Reported,0,missing,0,missing,23/05/2022,Reported,2022,Reported,5,Reported,SERIES E,BRAZIL,322,Reported
OLIVE,Reported,COLUMBUS,Reported,HEALTHCARE,Reported,450,Reported,0.31,Reported,19/07/2022,Reported,2022,Reported,7,Reported,SERIES H,UNITED STATES,856,Reported
OLIVE AI,Reported,COLUMBUS,Reported,HEALTHCARE,Reported,215,Reported,0.35,Reported,09/02/2023,Reported,2023,Reported,2,Reported,SERIES H,UNITED STATES,856,Reported
OLX GROUP,Reported,AMSTERDAM,Reported,MARKETING,Reported,1500,Reported,0.15,Reported,30/01/2023,Reported,2023,Reported,1,Reported,ACQUIRED,NETHERLANDS,0,missing
OLX INDIA,Reported,NEW DELHI,Reported,MARKETING,Reported,250,Reported,0,missing,10/10/2020,Reported,2020,Reported,10,Reported,ACQUIRED,INDIA,28,Reported
OMIE,Reported,SAO PAULO,Reported,FINANCE,Reported,136,Reported,0.31,Reported,09/04/2020,Reported,2020,Reported,4,Reported,SERIES B,BRAZIL,26,Reported
OMNIPRESENT,Reported,LONDON,Reported,HR,Reported,0,missing,0,missing,01/02/2023,Reported,2023,Reported,2,Reported,SERIES B,UNITED STATES,137,Reported
ON DECK,Reported,SF BAY AREA,Reported,EDUCATION,Reported,72,Reported,0.25,Reported,05/05/2022,Reported,2022,Reported,5,Reported,SERIES A,UNITED STATES,20,Reported
ON DECK,Reported,SF BAY AREA,Reported,EDUCATION,Reported,73,Reported,0.33,Reported,04/08/2022,Reported,2022,Reported,8,Reported,SERIES A,UNITED STATES,20,Reported
ONDECK,Reported,NEW YORK CITY,Reported,FINANCE,Reported,0,missing,0,missing,08/07/2020,Reported,2020,Reported,7,Reported,POST-IPO,UNITED STATES,1200,Reported
ONEFOOTBALL,Reported,BERLIN,Reported,MARKETING,Reported,62,Reported,0.12,Reported,09/12/2022,Reported,2022,Reported,12,Reported,SERIES D,GERMANY,442,Reported
ONEFOOTBALL,Reported,BERLIN,Reported,MARKETING,Reported,150,Reported,0.32,Reported,23/02/2023,Reported,2023,Reported,2,Reported,SERIES D,GERMANY,442,Reported
ONESTUDYTEAM,Reported,BOSTON,Reported,HEALTHCARE,Reported,0,missing,0.25,Reported,06/12/2022,Reported,2022,Reported,12,Reported,SERIES D,UNITED STATES,479,Reported
ONETRUST,Reported,ATLANTA,Reported,LEGAL,Reported,150,Reported,0.1,Reported,09/04/2020,Reported,2020,Reported,4,Reported,SERIES B,UNITED STATES,410,Reported
ONETRUST,Reported,ATLANTA,Reported,SECURITY,Reported,950,Reported,0.25,Reported,09/06/2022,Reported,2022,Reported,6,Reported,SERIES C,UNITED STATES,926,Reported
ONEWEB,Reported,LONDON,Reported,AEROSPACE,Reported,451,Reported,0.85,Reported,27/03/2020,Reported,2020,Reported,3,Reported,UNKNOWN,UNITED KINGDOM,3000,Reported
ONLYFANS,Reported,LONDON,Reported,MEDIA,Reported,0,missing,0,missing,01/08/2022,Reported,2022,Reported,8,Reported,UNKNOWN,UNITED KINGDOM,0,missing
OPAL,Reported,PORTLAND,Reported,MARKETING,Reported,20,Reported,0,missing,27/03/2020,Reported,2020,Reported,3,Reported,SERIES B,UNITED STATES,25,Reported
OPAY,Reported,LAGOS,Reported,FINANCE,Reported,0,missing,0.7,Reported,06/05/2020,Reported,2020,Reported,5,Reported,SERIES B,NIGERIA,170,Reported
OPEN CO,Reported,SAO PAULO,Reported,FINANCE,Reported,0,missing,0,missing,10/02/2023,Reported,2023,Reported,2,Reported,SERIES D,BRAZIL,140,Reported
OPENCARE,Reported,TORONTO,Reported,HEALTHCARE,Reported,18,Reported,0.25,Reported,03/04/2020,Reported,2020,Reported,4,Reported,SERIES A,CANADA,24,Reported
OPENDOOR,Reported,SF BAY AREA,Reported,REAL ESTATE,Reported,550,Reported,0.18,Reported,02/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,1900,Reported
OPENDOOR,Reported,SF BAY AREA,Reported,REAL ESTATE,Reported,600,Reported,0.35,Reported,15/04/2020,Reported,2020,Reported,4,Reported,SERIES E,UNITED STATES,1500,Reported
OPENPAY,Reported,MELBOURNE,Reported,FINANCE,Reported,83,Reported,1,Reported,07/02/2023,Reported,2023,Reported,2,Reported,POST-IPO,AUSTRALIA,299,Reported
OPENSEA,Reported,NEW YORK CITY,Reported,CRYPTO,Reported,0,missing,0.2,Reported,14/07/2022,Reported,2022,Reported,7,Reported,SERIES C,UNITED STATES,427,Reported
OPENTEXT,Reported,WATERLOO,Reported,DATA,Reported,0,missing,0.08,Reported,31/01/2023,Reported,2023,Reported,1,Reported,POST-IPO,CANADA,1100,Reported
OPENWEB,Reported,TEL AVIV,Reported,MEDIA,Reported,14,Reported,0.05,Reported,15/06/2022,Reported,2022,Reported,6,Reported,SERIES E,ISRAEL,223,Reported
OPENX,Reported,LOS ANGELES,Reported,MARKETING,Reported,35,Reported,0.15,Reported,28/04/2020,Reported,2020,Reported,4,Reported,UNKNOWN,UNITED STATES,70,Reported
OPORTUN,Reported,SF BAY AREA,Reported,FINANCE,Reported,155,Reported,0.1,Reported,09/02/2023,Reported,2023,Reported,2,Reported,POST-IPO,UNITED STATES,566,Reported
OPTIMIZELY,Reported,SF BAY AREA,Reported,MARKETING,Reported,60,Reported,0.15,Reported,15/07/2020,Reported,2020,Reported,7,Reported,SERIES D,UNITED STATES,251.2,Reported
ORACLE,Reported,SF BAY AREA,Reported,OTHER,Reported,0,missing,0,missing,17/01/2023,Reported,2023,Reported,1,Reported,POST-IPO,UNITED STATES,0,missing
ORACLE,Reported,SF BAY AREA,Reported,OTHER,Reported,0,missing,0,missing,01/08/2022,Reported,2022,Reported,8,Reported,POST-IPO,UNITED STATES,0,missing
ORACLE,Reported,SF BAY AREA,Reported,OTHER,Reported,200,Reported,0,missing,01/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,0,missing
ORBIT,Reported,SF BAY AREA,Reported,OTHER,Reported,0,missing,0,missing,12/08/2022,Reported,2022,Reported,8,Reported,SERIES A,UNITED STATES,20,Reported
ORCAM,Reported,JERUSALEM,Reported,HEALTHCARE,Reported,62,Reported,0.16,Reported,23/10/2022,Reported,2022,Reported,10,Reported,UNKNOWN,ISRAEL,86,Reported
ORCHARD,Reported,NEW YORK CITY,Reported,REAL ESTATE,Reported,0,missing,0.1,Reported,23/06/2022,Reported,2022,Reported,6,Reported,SERIES D,UNITED STATES,472,Reported
ORCHARD,Reported,NEW YORK CITY,Reported,REAL ESTATE,Reported,180,Reported,0,missing,17/11/2022,Reported,2022,Reported,11,Reported,SERIES D,UNITED STATES,472,Reported
ORIENTE,Reported,HONG KONG,Reported,FINANCE,Reported,400,Reported,0.2,Reported,04/05/2020,Reported,2020,Reported,5,Reported,SERIES B,HONG KONG,175,Reported
OSCAR HEALTH,Reported,NEW YORK CITY,Reported,HEALTHCARE,Reported,70,Reported,0.05,Reported,23/04/2020,Reported,2020,Reported,4,Reported,UNKNOWN,UNITED STATES,1300,Reported
OTONOMO,Reported,TEL AVIV,Reported,TRANSPORTATION,Reported,0,missing,0,missing,28/08/2022,Reported,2022,Reported,8,Reported,POST-IPO,ISRAEL,231,Reported
OTONOMO,Reported,TEL AVIV,Reported,TRANSPORTATION,Reported,80,Reported,0.5,Reported,08/12/2022,Reported,2022,Reported,12,Reported,POST-IPO,ISRAEL,231,Reported
