company,Company_Status,location,location_Status,industry,Industry_Status,total_laid_off,layoffs_Status,percentage_laid_off,Percentage_Status,date,Date_Status,year,Year_Status,Month,Month_Status,stage,country,funds_raised_millions,Funds_Status
CHECKMARX,Reported,TEL AVIV,Reported,SECURITY,Reported,0,missing,0,missing,18/05/2020,Reported,2020,Reported,5,Reported,ACQUIRED,ISRAEL,92,Reported
CHECKMARX,Reported,TEL AVIV,Reported,SECURITY,Reported,100,Reported,0.1,Reported,02/11/2022,Reported,2022,Reported,11,Reported,SERIES C,ISRAEL,92,Reported
CHECKOUT.COM,Reported,LONDON,Reported,FINANCE,Reported,100,Reported,0.05,Reported,13/09/2022,Reported,2022,Reported,9,Reported,SERIES D,UNITED KINGDOM,1800,Reported
CHECKR,Reported,SF BAY AREA,Reported,HR,Reported,64,Reported,0.12,Reported,23/07/2020,Reported,2020,Reported,7,Reported,SERIES D,UNITED STATES,309,Reported
CHEDDAR,Reported,NEW YORK CITY,Reported,MEDIA,Reported,0,missing,0,missing,24/04/2020,Reported,2020,Reported,4,Reported,ACQUIRED,UNITED STATES,54,Reported
CHEETAH,Reported,SF BAY AREA,Reported,FOOD,Reported,0,missing,0,missing,25/10/2020,Reported,2020,Reported,10,Reported,SERIES B,UNITED STATES,67,Reported
CHEF,Reported,SEATTLE,Reported,INFRASTRUCTURE,Reported,0,missing,0,missing,08/10/2020,Reported,2020,Reported,10,Reported,ACQUIRED,UNITED STATES,105,Reported
CHESSABLE,Reported,LONDON,Reported,CONSUMER,Reported,29,Reported,0,missing,04/07/2022,Reported,2022,Reported,7,Reported,ACQUIRED,UNITED KINGDOM,0,Reported
CHILI PIPER,Reported,NEW YORK CITY,Reported,SALES,Reported,58,Reported,0,missing,17/11/2022,Reported,2022,Reported,11,Reported,SERIES B,UNITED STATES,54,Reported
CHIME,Reported,SF BAY AREA,Reported,FINANCE,Reported,156,Reported,0.12,Reported,02/11/2022,Reported,2022,Reported,11,Reported,SERIES G,UNITED STATES,2300,Reported
CHIPAX,Reported,SANTIAGO,Reported,FINANCE,Reported,0,missing,0,missing,11/11/2022,Reported,2022,Reported,11,Reported,SEED,CHILE,2,Reported
CHIPPER CASH,Reported,SF BAY AREA,Reported,FINANCE,Reported,50,Reported,0.13,Reported,06/12/2022,Reported,2022,Reported,12,Reported,SERIES C,UNITED STATES,302,Reported
CHIPPER CASH,Reported,SF BAY AREA,Reported,FINANCE,Reported,100,Reported,0.33,Reported,17/02/2023,Reported,2023,Reported,2,Reported,SERIES C,UNITED STATES,302,Reported
CHOPE,Reported,SINGAPORE,Reported,FOOD,Reported,65,Reported,0.24,Reported,20/12/2022,Reported,2022,Reported,12,Reported,SERIES E,SINGAPORE,50,Reported
CHOWNOW,Reported,LOS ANGELES,Reported,FOOD,Reported,40,Reported,0.1,Reported,14/12/2022,Reported,2022,Reported,12,Reported,SERIES C,UNITED STATES,64,Reported
CHOWNOW,Reported,LOS ANGELES,Reported,FOOD,Reported,100,Reported,0.2,Reported,13/07/2022,Reported,2022,Reported,7,Reported,SERIES C,UNITED STATES,64,Reported
CHRONO24,Reported,KARLSRUHE,Reported,RETAIL,Reported,65,Reported,0.13,Reported,30/01/2023,Reported,2023,Reported,1,Reported,SERIES C,GERMANY,205,Reported
CHRONO24,Reported,KARLSRUHE,Reported,RETAIL,Reported,80,Reported,0,missing,08/12/2022,Reported,2022,Reported,12,Reported,SERIES C,GERMANY,205,Reported
CIPHERTRACE,Reported,SF BAY AREA,Reported,CRYPTO,Reported,0,missing,0,missing,09/04/2020,Reported,2020,Reported,4,Reported,UNKNOWN,UNITED STATES,18,Reported
CIRC,Reported,BERLIN,Reported,TRANSPORTATION,Reported,100,Reported,0,missing,02/06/2020,Reported,2020,Reported,6,Reported,ACQUIRED,GERMANY,55,Reported
CIRCLECI,Reported,SF BAY AREA,Reported,PRODUCT,Reported,0,missing,0.17,Reported,07/12/2022,Reported,2022,Reported,12,Reported,SERIES F,UNITED STATES,315,Reported
CIRCLEUP,Reported,SF BAY AREA,Reported,FINANCE,Reported,0,missing,0,missing,13/07/2022,Reported,2022,Reported,7,Reported,SERIES C,UNITED STATES,53,Reported
CIRCULO HEALTH,Reported,COLUMBUS,Reported,HEALTHCARE,Reported,0,missing,0.5,Reported,16/06/2022,Reported,2022,Reported,6,Reported,SERIES A,UNITED STATES,50,Reported
CISCO,Reported,SF BAY AREA,Reported,INFRASTRUCTURE,Reported,4100,Reported,0.05,Reported,16/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,2,Reported
CITIZEN,Reported,NEW YORK CITY,Reported,CONSUMER,Reported,33,Reported,0,missing,11/01/2023,Reported,2023,Reported,1,Reported,SERIES C,UNITED STATES,133,Reported
CITRINE INFORMATICS,Reported,SF BAY AREA,Reported,DATA,Reported,22,Reported,0.27,Reported,20/01/2023,Reported,2023,Reported,1,Reported,SERIES C,UNITED STATES,64,Reported
CITRIX,Reported,MIAMI,Reported,INFRASTRUCTURE,Reported,0,missing,0.15,Reported,10/01/2023,Reported,2023,Reported,1,Reported,ACQUIRED,UNITED STATES,20,Reported
CITYMALL,Reported,GURUGRAM,Reported,RETAIL,Reported,191,Reported,0.3,Reported,19/06/2022,Reported,2022,Reported,6,Reported,SERIES C,INDIA,112,Reported
CLARAVINE,Reported,SALT LAKE CITY,Reported,MARKETING,Reported,0,missing,0,missing,31/03/2020,Reported,2020,Reported,3,Reported,SEED,UNITED STATES,4,Reported
CLARI,Reported,SF BAY AREA,Reported,SALES,Reported,20,Reported,0,missing,06/02/2023,Reported,2023,Reported,2,Reported,SERIES F,UNITED STATES,496,Reported
CLARI,Reported,SF BAY AREA,Reported,SALES,Reported,45,Reported,0,missing,31/08/2022,Reported,2022,Reported,8,Reported,SERIES F,UNITED STATES,496,Reported
CLARIFY HEALTH,Reported,SF BAY AREA,Reported,HEALTHCARE,Reported,15,Reported,0.05,Reported,22/07/2022,Reported,2022,Reported,7,Reported,SERIES D,UNITED STATES,328,Reported
CLASSKICK,Reported,CHICAGO,Reported,EDUCATION,Reported,0,missing,0,missing,01/08/2022,Reported,2022,Reported,8,Reported,SEED,UNITED STATES,1,Reported
CLASSPASS,Reported,NEW YORK CITY,Reported,FITNESS,Reported,154,Reported,0.22,Reported,02/04/2020,Reported,2020,Reported,4,Reported,SERIES E,UNITED STATES,549,Reported
CLEAR,Reported,BENGALURU,Reported,FINANCE,Reported,190,Reported,0.2,Reported,16/09/2022,Reported,2022,Reported,9,Reported,SERIES C,INDIA,140,Reported
CLEAR CAPITAL,Reported,RENO,Reported,REAL ESTATE,Reported,250,Reported,0.25,Reported,25/01/2023,Reported,2023,Reported,1,Reported,UNKNOWN,UNITED STATES,0,missing
CLEAR CAPITAL,Reported,RENO,Reported,REAL ESTATE,Reported,378,Reported,0.27,Reported,14/10/2022,Reported,2022,Reported,10,Reported,UNKNOWN,UNITED STATES,0,missing
CLEARBANC,Reported,TORONTO,Reported,FINANCE,Reported,17,Reported,0.08,Reported,13/04/2020,Reported,2020,Reported,4,Reported,SERIES B,CANADA,119,Reported
CLEARBIT,Reported,SF BAY AREA,Reported,DATA,Reported,0,missing,0,missing,22/04/2020,Reported,2020,Reported,4,Reported,SERIES A,UNITED STATES,17,Reported
CLEARCO,Reported,DUBLIN,Reported,FINANCE,Reported,0,missing,0,missing,06/06/2022,Reported,2022,Reported,6,Reported,SERIES C,IRELAND,681,Reported
CLEARCO,Reported,TORONTO,Reported,FIN-TECH,Reported,125,Reported,0.25,Reported,29/07/2022,Reported,2022,Reported,7,Reported,SERIES C,CANADA,681,Reported
CLEARCO,Reported,TORONTO,Reported,FINANCE,Reported,50,Reported,0.3,Reported,16/01/2023,Reported,2023,Reported,1,Reported,SERIES C,CANADA,698,Reported
CLEARCO,Reported,TORONTO,Reported,FINANCE,Reported,60,Reported,0,missing,06/06/2022,Reported,2022,Reported,6,Reported,SERIES C,CANADA,681,Reported
CLEVER REAL ESTATE,Reported,ST. LOUIS,Reported,REAL ESTATE,Reported,0,missing,0,missing,19/10/2022,Reported,2022,Reported,10,Reported,SERIES B,UNITED STATES,13,Reported
CLEVER REAL ESTATE,Reported,ST. LOUIS,Reported,REAL ESTATE,Reported,0,missing,0,missing,25/03/2020,Reported,2020,Reported,3,Reported,SERIES A,UNITED STATES,5,Reported
CLEVERTAP,Reported,MUMBAI,Reported,MARKETING,Reported,60,Reported,0.2,Reported,16/04/2020,Reported,2020,Reported,4,Reported,SERIES C,INDIA,76,Reported
CLICKUP,Reported,SAN DIEGO,Reported,OTHER,Reported,60,Reported,0.07,Reported,23/05/2022,Reported,2022,Reported,5,Reported,SERIES C,UNITED STATES,537,Reported
CLINC,Reported,ANN ARBOR,Reported,SUPPORT,Reported,40,Reported,0.32,Reported,09/04/2020,Reported,2020,Reported,4,Reported,SERIES B,UNITED STATES,59,Reported
CLOUDERA,Reported,SF BAY AREA,Reported,INFRASTRUCTURE,Reported,0,missing,0,missing,05/05/2020,Reported,2020,Reported,5,Reported,POST-IPO,UNITED STATES,1000,Reported
CLOUDFACTORY,Reported,NAIROBI,Reported,DATA,Reported,0,missing,0.12,Reported,09/11/2022,Reported,2022,Reported,11,Reported,PRIVATE EQUITY,KENYA,78,Reported
CLOUDINARY,Reported,SF BAY AREA,Reported,MEDIA,Reported,40,Reported,0.08,Reported,14/11/2022,Reported,2022,Reported,11,Reported,UNKNOWN,UNITED STATES,100,Reported
CLOUDKITCHENS,Reported,LOS ANGELES,Reported,REAL ESTATE,Reported,0,missing,0,missing,03/11/2022,Reported,2022,Reported,11,Reported,UNKNOWN,UNITED STATES,1300,Reported
CLUBHOUSE,Reported,SF BAY AREA,Reported,CONSUMER,Reported,0,missing,0,missing,03/06/2022,Reported,2022,Reported,6,Reported,SERIES C,UNITED STATES,110,Reported
CLUE,Reported,BERLIN,Reported,HEALTHCARE,Reported,31,Reported,0.31,Reported,18/01/2023,Reported,2023,Reported,1,Reported,UNKNOWN,GERMANY,47,Reported
CLUMIO,Reported,SF BAY AREA,Reported,DATA,Reported,0,missing,0,missing,01/03/2021,Reported,2021,Reported,3,Reported,SERIES C,UNITED STATES,186,Reported
CLUTCH,Reported,TORONTO,Reported,TRANSPORTATION,Reported,76,Reported,0.22,Reported,29/06/2022,Reported,2022,Reported,6,Reported,SERIES B,CANADA,153,Reported
CLUTCH,Reported,TORONTO,Reported,TRANSPORTATION,Reported,150,Reported,0,missing,17/01/2023,Reported,2023,Reported,1,Reported,UNKNOWN,CANADA,253,Reported
CLUTTER,Reported,LOS ANGELES,Reported,CONSUMER,Reported,0,missing,0.3,Reported,25/03/2020,Reported,2020,Reported,3,Reported,SERIES D,UNITED STATES,296,Reported
CLYDE,Reported,NEW YORK CITY,Reported,MARKETING,Reported,22,Reported,0,missing,25/04/2022,Reported,2022,Reported,4,Reported,SERIES B,UNITED STATES,58,Reported
CNET,Reported,SF BAY AREA,Reported,MEDIA,Reported,12,Reported,0.1,Reported,02/03/2023,Reported,2023,Reported,3,Reported,ACQUIRED,UNITED STATES,20,Reported
COACHHUB,Reported,BERLIN,Reported,HR,Reported,0,missing,0.1,Reported,24/01/2023,Reported,2023,Reported,1,Reported,SERIES C,GERMANY,332,Reported
CODA,Reported,SF BAY AREA,Reported,OTHER,Reported,0,missing,0,missing,18/01/2023,Reported,2023,Reported,1,Reported,SERIES D,UNITED STATES,240,Reported
CODE42,Reported,MINNEAPOLIS,Reported,DATA,Reported,25,Reported,0.05,Reported,09/04/2020,Reported,2020,Reported,4,Reported,SERIES B,UNITED STATES,137.5,Reported
CODE42,Reported,MINNEAPOLIS,Reported,SECURITY,Reported,0,missing,0.15,Reported,07/11/2022,Reported,2022,Reported,11,Reported,UNKNOWN,UNITED STATES,137,Reported
CODECOMBAT,Reported,SF BAY AREA,Reported,EDUCATION,Reported,8,Reported,0,missing,23/10/2020,Reported,2020,Reported,10,Reported,SERIES A,UNITED STATES,8,Reported
CODEXIS,Reported,SF BAY AREA,Reported,HEALTHCARE,Reported,0,missing,0.18,Reported,29/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,162,Reported
CODING DOJO,Reported,SEATTLE,Reported,EDUCATION,Reported,7,Reported,0.07,Reported,02/04/2020,Reported,2020,Reported,4,Reported,UNKNOWN,UNITED STATES,2,Reported
COGITO,Reported,BOSTON,Reported,SUPPORT,Reported,24,Reported,0.14,Reported,06/04/2020,Reported,2020,Reported,4,Reported,SERIES C,UNITED STATES,92,Reported
COGNYTE,Reported,TEL AVIV,Reported,SECURITY,Reported,100,Reported,0.05,Reported,02/12/2022,Reported,2022,Reported,12,Reported,UNKNOWN,ISRAEL,0,missing
COHESITY,Reported,SF BAY AREA,Reported,DATA,Reported,0,missing,0,missing,30/04/2020,Reported,2020,Reported,4,Reported,SERIES E,UNITED STATES,660,Reported
COINBASE,Reported,SF BAY AREA,Reported,CRYPTO,Reported,60,Reported,0,missing,10/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,549,Reported
COINBASE,Reported,SF BAY AREA,Reported,CRYPTO,Reported,950,Reported,0.2,Reported,10/01/2023,Reported,2023,Reported,1,Reported,POST-IPO,UNITED STATES,549,Reported
COINBASE,Reported,SF BAY AREA,Reported,CRYPTO,Reported,1100,Reported,0.18,Reported,14/06/2022,Reported,2022,Reported,6,Reported,POST-IPO,UNITED STATES,549,Reported
COINDCX,Reported,MUMBAI,Reported,CRYPTO,Reported,80,Reported,0,missing,11/01/2023,Reported,2023,Reported,1,Reported,SERIES D,INDIA,244,Reported
COINFLEX,Reported,VICTORIA,Reported,CRYPTO,Reported,0,missing,0,missing,29/07/2022,Reported,2022,Reported,7,Reported,UNKNOWN,SEYCHELLES,11,Reported
COINJAR,Reported,MELBOURNE,Reported,CRYPTO,Reported,10,Reported,0.2,Reported,29/11/2022,Reported,2022,Reported,11,Reported,UNKNOWN,AUSTRALIA,1,Reported
COINSQUARE,Reported,TORONTO,Reported,CRYPTO,Reported,30,Reported,0.24,Reported,27/07/2022,Reported,2022,Reported,7,Reported,UNKNOWN,CANADA,98,Reported
COINTRACKER,Reported,SF BAY AREA,Reported,CRYPTO,Reported,19,Reported,0,missing,28/01/2023,Reported,2023,Reported,1,Reported,SERIES A,UNITED STATES,101,Reported
COLLECTIVE HEALTH,Reported,SF BAY AREA,Reported,HEALTHCARE,Reported,54,Reported,0,missing,13/02/2023,Reported,2023,Reported,2,Reported,SERIES F,UNITED STATES,719,Reported
COLLIBRA,Reported,BRUSSELS,Reported,DATA,Reported,0,missing,0,missing,19/10/2022,Reported,2022,Reported,10,Reported,SERIES G,BELGIUM,596,Reported
COLOR HEALTH,Reported,SF BAY AREA,Reported,HEALTHCARE,Reported,300,Reported,0,missing,01/03/2023,Reported,2023,Reported,3,Reported,SERIES E,UNITED STATES,482,Reported
COLOSSUS,Reported,BOSTON,Reported,ENERGY,Reported,97,Reported,0,missing,04/05/2022,Reported,2022,Reported,5,Reported,SERIES A,UNITED STATES,41,Reported
COMMENTSOLD,Reported,HUNTSVILLE,Reported,RETAIL,Reported,0,missing,0,missing,29/06/2022,Reported,2022,Reported,6,Reported,UNKNOWN,UNITED STATES,0,missing
COMMERCEHUB,Reported,ALBANY,Reported,RETAIL,Reported,371,Reported,0.31,Reported,14/02/2023,Reported,2023,Reported,2,Reported,ACQUIRED,UNITED STATES,0,missing
COMMONBOND,Reported,NEW YORK CITY,Reported,FINANCE,Reported,0,missing,1,Reported,09/09/2022,Reported,2022,Reported,9,Reported,SERIES D,UNITED STATES,125,Reported
COMMONBOND,Reported,NEW YORK CITY,Reported,FINANCE,Reported,22,Reported,0,missing,13/05/2022,Reported,2022,Reported,5,Reported,SERIES D,UNITED STATES,130,Reported
COMMUNITY,Reported,LOS ANGELES,Reported,MARKETING,Reported,40,Reported,0.3,Reported,21/06/2022,Reported,2022,Reported,6,Reported,UNKNOWN,UNITED STATES,40,Reported
COMPASS,Reported,NEW YORK CITY,Reported,REAL ESTATE,Reported,0,missing,0,missing,05/01/2023,Reported,2023,Reported,1,Reported,POST-IPO,UNITED STATES,1600,Reported
COMPASS,Reported,NEW YORK CITY,Reported,REAL ESTATE,Reported,271,Reported,0,missing,20/09/2022,Reported,2022,Reported,9,Reported,POST-IPO,UNITED STATES,1600,Reported
COMPASS,Reported,NEW YORK CITY,Reported,REAL ESTATE,Reported,375,Reported,0.15,Reported,23/03/2020,Reported,2020,Reported,3,Reported,SERIES G,UNITED STATES,1600,Reported
COMPASS,Reported,NEW YORK CITY,Reported,REAL ESTATE,Reported,450,Reported,0.1,Reported,14/06/2022,Reported,2022,Reported,6,Reported,POST-IPO,UNITED STATES,1600,Reported
COMPETE,Reported,TEL AVIV,Reported,HR,Reported,11,Reported,0.28,Reported,12/09/2022,Reported,2022,Reported,9,Reported,SERIES A,ISRAEL,17,Reported
CONFLUENT,Reported,SF BAY AREA,Reported,DATA,Reported,221,Reported,0.08,Reported,26/01/2023,Reported,2023,Reported,1,Reported,POST-IPO,UNITED STATES,455,Reported
CONGA,Reported,DENVER,Reported,DATA,Reported,0,missing,0.11,Reported,15/06/2020,Reported,2020,Reported,6,Reported,ACQUIRED,UNITED STATES,117,Reported
CONNECTED,Reported,TORONTO,Reported,PRODUCT,Reported,17,Reported,0.1,Reported,08/04/2020,Reported,2020,Reported,4,Reported,UNKNOWN,CANADA,0,missing
CONSENSYS,Reported,NEW YORK CITY,Reported,CRYPTO,Reported,91,Reported,0.14,Reported,20/04/2020,Reported,2020,Reported,4,Reported,UNKNOWN,UNITED STATES,10,Reported
CONSENSYS,Reported,NEW YORK CITY,Reported,CRYPTO,Reported,100,Reported,0.11,Reported,10/01/2023,Reported,2023,Reported,1,Reported,SERIES D,UNITED STATES,726,Reported
CONSIDER.CO,Reported,SF BAY AREA,Reported,OTHER,Reported,13,Reported,1,Reported,26/03/2020,Reported,2020,Reported,3,Reported,SEED,UNITED STATES,5,Reported
CONTAAZUL,Reported,JOINVILLE,Reported,EDUCATION,Reported,140,Reported,0.35,Reported,17/04/2020,Reported,2020,Reported,4,Reported,SERIES D,BRAZIL,37,Reported
CONTRAFECT,Reported,NEW YORK CITY,Reported,HEALTHCARE,Reported,16,Reported,0.37,Reported,15/08/2022,Reported,2022,Reported,8,Reported,POST-IPO,UNITED STATES,380,Reported
CONVENE,Reported,NEW YORK CITY,Reported,REAL ESTATE,Reported,0,missing,0,missing,10/12/2022,Reported,2022,Reported,12,Reported,UNKNOWN,UNITED STATES,281,Reported
CONVENE,Reported,NEW YORK CITY,Reported,REAL ESTATE,Reported,150,Reported,0.18,Reported,23/03/2020,Reported,2020,Reported,3,Reported,SERIES D,UNITED STATES,280,Reported
CONVOY,Reported,ATLANTA,Reported,LOGISTICS,Reported,0,missing,0,missing,16/02/2023,Reported,2023,Reported,2,Reported,SERIES E,UNITED STATES,1100,Reported
CONVOY,Reported,SEATTLE,Reported,LOGISTICS,Reported,0,missing,0,missing,25/10/2022,Reported,2022,Reported,10,Reported,SERIES E,UNITED STATES,1100,Reported
CONVOY,Reported,SEATTLE,Reported,LOGISTICS,Reported,0,missing,0.01,Reported,23/04/2020,Reported,2020,Reported,4,Reported,SERIES D,UNITED STATES,665,Reported
CONVOY,Reported,SEATTLE,Reported,LOGISTICS,Reported,90,Reported,0.07,Reported,09/06/2022,Reported,2022,Reported,6,Reported,SERIES E,UNITED STATES,1100,Reported
COPPER,Reported,SF BAY AREA,Reported,MARKETING,Reported,35,Reported,0,missing,02/04/2020,Reported,2020,Reported,4,Reported,SERIES C,UNITED STATES,102,Reported
CORE SCIENTIFIC,Reported,AUSTIN,Reported,CRYPTO,Reported,0,missing,0.1,Reported,12/08/2022,Reported,2022,Reported,8,Reported,POST-IPO,UNITED STATES,169,Reported
CORVUS INSURANCE,Reported,BOSTON,Reported,FINANCE,Reported,0,missing,0.14,Reported,24/01/2023,Reported,2023,Reported,1,Reported,SERIES C,UNITED STATES,160,Reported
COSCHEDULE,Reported,BISMARCK,Reported,MARKETING,Reported,0,missing,0,missing,13/01/2023,Reported,2023,Reported,1,Reported,UNKNOWN,UNITED STATES,2,Reported
COSUNO,Reported,BERLIN,Reported,CONSTRUCTION,Reported,0,missing,0,missing,14/07/2022,Reported,2022,Reported,7,Reported,SERIES B,GERMANY,45,Reported
COTERIE INSURANCE,Reported,CINCINNATI,Reported,FINANCE,Reported,30,Reported,0.2,Reported,25/05/2022,Reported,2022,Reported,5,Reported,SERIES B,UNITED STATES,70,Reported
COURSERA,Reported,SF BAY AREA,Reported,EDUCATION,Reported,0,missing,0,missing,09/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,UNITED STATES,458,Reported
CRAYON,Reported,BOSTON,Reported,MARKETING,Reported,20,Reported,0.2,Reported,01/04/2020,Reported,2020,Reported,4,Reported,SERIES A,UNITED STATES,16,Reported
CREATEME,Reported,SF BAY AREA,Reported,MANUFACTURING,Reported,0,missing,0,missing,06/01/2023,Reported,2023,Reported,1,Reported,UNKNOWN,UNITED STATES,0,missing
CREDIT SESAME,Reported,SF BAY AREA,Reported,FINANCE,Reported,22,Reported,0.14,Reported,03/06/2020,Reported,2020,Reported,6,Reported,SERIES F,UNITED STATES,120,Reported
CREDITAS,Reported,SAO PAULO,Reported,FINANCE,Reported,0,missing,0.06,Reported,08/04/2020,Reported,2020,Reported,4,Reported,SERIES D,BRAZIL,314,Reported
CREHANA,Reported,LIMA,Reported,EDUCATION,Reported,0,missing,0,missing,15/06/2022,Reported,2022,Reported,6,Reported,SERIES B,PERU,93,Reported
CREJO.FUN,Reported,BENGALURU,Reported,EDUCATION,Reported,170,Reported,1,Reported,30/06/2022,Reported,2022,Reported,6,Reported,SEED,INDIA,3,Reported
CRITEO,Reported,PARIS,Reported,MARKETING,Reported,0,missing,0,missing,21/02/2023,Reported,2023,Reported,2,Reported,POST-IPO,FRANCE,61,Reported
CROWDRIFF,Reported,TORONTO,Reported,MARKETING,Reported,0,missing,0,missing,16/04/2020,Reported,2020,Reported,4,Reported,SERIES A,CANADA,11,Reported
CROWDSTREET,Reported,PORTLAND,Reported,REAL ESTATE,Reported,24,Reported,0.22,Reported,01/06/2020,Reported,2020,Reported,6,Reported,SERIES C,UNITED STATES,24,Reported
CRUISE,Reported,SF BAY AREA,Reported,TRANSPORTATION,Reported,150,Reported,0.08,Reported,14/05/2020,Reported,2020,Reported,5,Reported,ACQUIRED,UNITED STATES,5300,Reported
CRUNCHYROLL,Reported,TOKYO,Reported,MEDIA,Reported,85,Reported,0,missing,21/02/2023,Reported,2023,Reported,2,Reported,UNKNOWN,JAPAN,26,Reported
CRYPTO.COM,Reported,SINGAPORE,Reported,CRYPTO,Reported,0,missing,0,missing,16/08/2022,Reported,2022,Reported,8,Reported,UNKNOWN,SINGAPORE,156,Reported
CRYPTO.COM,Reported,SINGAPORE,Reported,CRYPTO,Reported,0,missing,0.2,Reported,12/01/2023,Reported,2023,Reported,1,Reported,UNKNOWN,UNITED STATES,0,missing
CRYPTO.COM,Reported,SINGAPORE,Reported,CRYPTO,Reported,260,Reported,0.05,Reported,10/06/2022,Reported,2022,Reported,6,Reported,UNKNOWN,SINGAPORE,156,Reported
CRYPTO.COM,Reported,SINGAPORE,Reported,CRYPTO,Reported,2000,Reported,0.3,Reported,06/10/2022,Reported,2022,Reported,10,Reported,UNKNOWN,SINGAPORE,156,Reported
CS DISCO,Reported,AUSTIN,Reported,LEGAL,Reported,62,Reported,0.09,Reported,19/01/2023,Reported,2023,Reported,1,Reported,POST-IPO,UNITED STATES,233,Reported
CTO.AI,Reported,VANCOUVER,Reported,INFRASTRUCTURE,Reported,30,Reported,0.5,Reported,20/03/2020,Reported,2020,Reported,3,Reported,SEED,CANADA,7,Reported
CUE,Reported,SAN DIEGO,Reported,HEALTHCARE,Reported,170,Reported,0,missing,27/06/2022,Reported,2022,Reported,6,Reported,POST-IPO,UNITED STATES,999,Reported
CUE,Reported,SAN DIEGO,Reported,HEALTHCARE,Reported,388,Reported,0,missing,05/01/2023,Reported,2023,Reported,1,Reported,POST-IPO,UNITED STATES,999,Reported
CULTURE AMP,Reported,MELBOURNE,Reported,HR,Reported,36,Reported,0.08,Reported,28/05/2020,Reported,2020,Reported,5,Reported,SERIES E,AUSTRALIA,157,Reported
CULTURE TRIP,Reported,LONDON,Reported,MEDIA,Reported,95,Reported,0.32,Reported,01/05/2020,Reported,2020,Reported,5,Reported,SERIES B,UNITED KINGDOM,102,Reported
CURATIVE,Reported,LOS ANGELES,Reported,HEALTHCARE,Reported,109,Reported,0,missing,20/09/2022,Reported,2022,Reported,9,Reported,SEED,UNITED STATES,8,Reported
CUREFIT,Reported,BENGALURU,Reported,FITNESS,Reported,120,Reported,0,missing,17/07/2020,Reported,2020,Reported,7,Reported,SERIES D,INDIA,404.6,Reported
CUREFIT,Reported,BENGALURU,Reported,FITNESS,Reported,800,Reported,0.16,Reported,04/05/2020,Reported,2020,Reported,5,Reported,SERIES D,INDIA,404,Reported
CUROLOGY,Reported,SF BAY AREA,Reported,HEALTHCARE,Reported,150,Reported,0,missing,16/03/2022,Reported,2022,Reported,3,Reported,SERIES D,UNITED STATES,19,Reported
CURRENCY,Reported,LOS ANGELES,Reported,FINANCE,Reported,0,missing,0,missing,01/04/2020,Reported,2020,Reported,4,Reported,UNKNOWN,UNITED STATES,0,missing
CURVE,Reported,LONDON,Reported,FINANCE,Reported,65,Reported,0.1,Reported,01/06/2022,Reported,2022,Reported,6,Reported,SERIES C,UNITED KINGDOM,182,Reported
CUYANA,Reported,SF BAY AREA,Reported,RETAIL,Reported,0,missing,0,missing,30/03/2020,Reported,2020,Reported,3,Reported,SERIES C,UNITED STATES,31,Reported
CVENT,Reported,WASHINGTON D.C.,Reported,MARKETING,Reported,400,Reported,0.1,Reported,21/05/2020,Reported,2020,Reported,5,Reported,ACQUIRED,UNITED STATES,146,Reported
CYBERCUBE,Reported,SF BAY AREA,Reported,FINANCE,Reported,0,missing,0,missing,07/06/2022,Reported,2022,Reported,6,Reported,SERIES B,UNITED STATES,35,Reported
CYBEREASON,Reported,BOSTON,Reported,SECURITY,Reported,100,Reported,0.06,Reported,01/06/2022,Reported,2022,Reported,6,Reported,SERIES F,UNITED STATES,750,Reported
CYBEREASON,Reported,BOSTON,Reported,SECURITY,Reported,200,Reported,0.17,Reported,26/10/2022,Reported,2022,Reported,10,Reported,SERIES F,UNITED STATES,750,Reported
CYCOGNITO,Reported,SF BAY AREA,Reported,SECURITY,Reported,30,Reported,0.15,Reported,08/12/2022,Reported,2022,Reported,12,Reported,SERIES C,UNITED STATES,153,Reported
CYPRESS.IO,Reported,ATLANTA,Reported,PRODUCT,Reported,0,missing,0,missing,18/01/2023,Reported,2023,Reported,1,Reported,SERIES B,UNITED STATES,54,Reported
CYREN,Reported,WASHINGTON D.C.,Reported,SECURITY,Reported,121,Reported,0,missing,01/02/2023,Reported,2023,Reported,2,Reported,POST-IPO,UNITED STATES,161,Reported
CYTEIR THERAPEUTICS,Reported,BOSTON,Reported,HEALTHCARE,Reported,0,missing,0.7,Reported,20/01/2023,Reported,2023,Reported,1,Reported,SERIES C,UNITED STATES,156,Reported
D2IQ,Reported,SF BAY AREA,Reported,INFRASTRUCTURE,Reported,34,Reported,0.13,Reported,03/04/2020,Reported,2020,Reported,4,Reported,SERIES D,UNITED STATES,247,Reported
D2L,Reported,WATERLOO,Reported,EDUCATION,Reported,0,missing,0.05,Reported,16/11/2022,Reported,2022,Reported,11,Reported,POST-IPO,CANADA,168,Reported
DAILY HARVEST,Reported,NEW YORK CITY,Reported,FOOD,Reported,0,missing,0.15,Reported,08/08/2022,Reported,2022,Reported,8,Reported,SERIES D,UNITED STATES,120,Reported
